ano,ementa,classe,id_prop
2011,"Apela para o Sr. Presidente da Câmara dos Deputados e para os Srs. Deputados federais, bem como para os líderes partidarios, a fim de que empreendam esforços para que o Projeto de Lei nº 8046 de 2010, que dispõe sobre o novo Código de Processo Civil Brasileiro, seja aprovado com a máxima brevidade possível.",favorável,1006232
2011,"Declara de utilidade pública a Obra Social São Benedito, em São Bento do Sapucai.",favorável,1004880
2011,"Apela para o Sr. Presidente da Câmara dos Deputados e para os líderes partidários a fim de que empreendam os esforços necessários para aprovação do Projeto de Lei nº 4622, de 2004, que trata da fixação do conceito da modalidade operacional das cooperativas de trabalho.",favorável,1061870
2011,"Apela para o Sr. Presidente da Câmara dos Deputados e para os Senhores Deputados Federais, bem como para os Líderes Partidários, para que promovam com a urgência que a matéria requer a aprovação do Projeto de Decreto Legislativo nº 225, de 2011, que convoca um plebiscito para consulta popular sobre a continuidade ou não do uso de fontes de energia nuclear no Brasil.",favorável,1019074
2011,"Restabelece a vigência do Decreto Lei nº 248, de 1970.",favorável,999903
2011,"Declara de utilidade pública a ""Associação João de Barro"", em Itu.",favorável,1020752
2011,"Apela para os Srs. Presidentes do Senado Federal e da Câmara dos Deputados, bem como para os líderes partidários, a fim de que aprovem a Proposta de Emenda à Constituição nº 33, de 2009, que dispõe sobre a exigência de diploma de curso superior de comunicação social como habilitação para o exercício da profissão de jornalista.",favorável,1028822
2011,"Apela para os Srs. Presidentes do Senado Federal da Câmara dos Deputados, bem como para os líderes partidários, a fim de que empreendam esforços para que o Projeto de lei nº 3661, de 1997, que reduz o percentual de participação da Compensação Financeira pela Exploração de Recursos Minerais - CFEM incidente sobre os bens minerais de aplicação imediata na indústria da construção civil, não seja aprovado.",favorável,1028219
2011,"Declara de utilidade pública a ""APRISDEFI - Associação para Promoção e Inclusão Social dos Deficientes Físicos"", em Itapetininga.",favorável,1061301
2011,"Declara de utilidade pública a ""Associação de Pais e Amigos dos Excepcionais de Praia Grande - APAE/PG"", naquele Município.",favorável,1011864
2011,"Apela para os Srs. Presidentes do Senado Federal e da Câmara dos Deputados, bem como para os líderes partidários, a fim de que empreendam esforços no sentido de apoiar a revisão do FUNDEB de acordo com o IDH.",favorável,1007758
2011,"Apela para os Srs. Presidentes do Senado Federal e da Câmara dos Deputados, bem como para os líderes partidários, a fim de que empreendam esforços para que o Projeto de Lei Complementar 306/2008, que dispõe sobre a regulamentação da Emenda Constitucional 29, seja apreciado e aprovado com a máxima brevidade possível.",favorável,1019438
2011,"Declara de utilidade pública a ""Associação Beneficente Vôo Livre"", em Dois Córregos.",favorável,1041487
2011,"Declara de utilidade pública a ""Associação da Aldeia de Carapicuíba - OCA"", naquele Município.",favorável,1013854
2011,"Declara de utilidade pública a ""Associação Fraternal Pelicano"", em Botucatu.",favorável,1057245
2011,"Declara de utilidade pública a ""Associação Lar Santo Antônio de Serrana"", naquele Município.",favorável,1001354
2011,"Altera a redação dos §§ 2º a 5º do artigo 140, que trata da Polícia Civil.",favorável,1057715
2011,"Declara de utilidade pública o ""Instituto Futuro de Desenvolvimento Social, Educacional, Cultural e Ambiental"", na Capital.",favorável,1029575
2011,"Declara de utilidade pública a ""Associação Poiesis"", em Santos.",favorável,1000441
2011,Apela para a Sra. Presidente da República para que determine ao Sr. Ministro da Saúde maior empenho na retomada da promoção de campanhas de esclarecimento sobre a prevenção e combate da AIDS no país.,favorável,1058859
2011,"Apela para o Sr. Presidente da Câmara dos Deputados e aos Líderes partidários para engendrarem esforços no sentido de ser aprovado, com a máxima brevidade possível, o Projeto de Lei do Senado (PLS) nº 270, de 2007, que torna obrigatório o fornecimento gratuito, por motéis, de preservativos e de folhetos educativos sobre doenças sexualmente transmissíveis.",favorável,1006169
2011,Apela para a Sra. Presidente da República a fim de que empreenda esforços no sentido de determinar medidas visando a concessão anual de reajuste total aos valores de procedimentos ambulatoriais e hospitalares das tabelas de referência nacional do Sistema Único de Saúde - SUS.,favorável,1032701
2011,Obriga os estabelecimentos industriais e condomínios residenciais que possuírem caixa d'água para armazenamento de água potável com capacidade acima de 50.000 (cinquenta mil) litros a manterem um químico responsável pela manutenção da qualidade da água.,favorável,1003768
2011,"Declara de utilidade pública a ""Associação Cultural e Educacional Futuro Melhor"", em Barueri.",favorável,1061796
2011,"Apela para os Srs. Presidentes do Senado Federal e da Câmara dos Deputados, bem como para os líderes partidários, a fim de que empreendam esforços para que o Projeto de Lei nº 3640/2004, que dispõe sobre o ""Estatuto das Metrópoles"", seja aprovado.",favorável,1015307
2011,"Declara de utilidade pública a ""Associação de Deficientes de Maracaí - ADEM, naquele Município.",favorável,1038412
2011,"Considera regulares e aprova as contas anuais apresentadas pelo Tribunal de Contas do Estado relativas ao exercício financeiro de 2009, ressalvados os atos pendentes de julgamento.",favorável,1046114
2011,"Declara de utilidade pública a ""Agência de Desenvolvimento Econômico de Bebedouro e Região - ADEBE"", naquele Município.",favorável,1019218
2011,Apela para a Sra. Presidente da República e para os Srs. Presidentes do Senado Federal e da Camara dos Deputados para que empreendam os esforços necessários para a criação de um mecanismo legal capaz de garantir o repasse do Fundo de Participação dos Municípios - FPM sem oscilações para menos.,favorável,1038632
2011,"Dá nova redação ao artigo 230, objetivando garantir constitucionalmente o direito dos dependentes químicos à internação.",favorável,1010592
2003,"Dá a denominação de ""Ivan Costa Mercuri"" à ponte localizada no km 5,050 da Rodovia ""Dr. Cassio de Freitas Levy""- SPV 17, na divisa limítrofe dos municípios de Cordeirópolis e Limeira.",favorável,178085
2003,"Apela para o Sr. Presidente da República a fim de garantir a continuidade e expansão da exportação de veículos através do Porto de Santos, visando à otimização de custos, e conseqüente aumento das exportações nacionais.",favorável,181164
2003,"Apela para o Sr. Presidente da República a fim de apresentar ao Congresso Nacional emendas à Proposta de emenda à Constituição -  Reforma da Previdência, quanto ao direito de aposentadoria por tempo de contribuição dos professores ""ACT - Admitidos em Caráter Temporário"" da rede estadual de ensino do Estado de São Paulo.",favorável,198394
2003,"Apela para o Sr. Presidente da República a fim de criar a Polícia do Mercosul -  MERCOPOL, com o objetivo de se  propiciar  o intercâmbio de informações policiais, criminais e judiciais no âmbito internacional, para se combater os chamados crimes transnacionais.",favorável,213459
2003,"Apela para o Sr. Presidente da República a fim de garantir a continuidade do escritório da Petrobras, no Município de Santos, visando sua otimização operacional e a dinamização da economia regional.",favorável,185524
2003,Apela para o Sr. Presidente da República a fim de proibir as empresas de telefonia móvel celular de disponibilizarem aos consumidores e usuários telefones para contatos com as centrais de atendimento - SAC - com tarifação pagas pelos clientes.,favorável,197184
2003,"Acrescenta dispositivo ao artigo 115 a fim de obrigar a participação de conselhos regionais de profissões regulamentadas em todas as fases dos processos de concurso público de provas ou de provas e títulos, desde a elaboração dos editais até a homologação e publicação dos resultados.",favorável,186696
2003,"Declara de utilidade pública o ""Centro de Recuperação do Alcoólatra de Aramina - CEREA"", naquele Município.",favorável,213437
2003,"Mensagem nº 3/03. Altera dispositivos da Lei Complementar nº 853, de 1998, que dispõe sobre a criação da Agência Metropolitana da Baixada Santista - AGEM.",favorável,174637
2003,"Declara de utilidade pública a ""Associação Ecumênica de Portadores de HIV de Americana - AEPHIVA"", naquele Município.",favorável,179226
2003,"Apela para os Srs. Presidentes da República, do Senado e da Câmara dos Deputados e para os líderes partidários a fim de obrigarem a realização do exame de emissões otoacústicas - ""teste da orelhinha"" para diagnosticar a capacidade auditiva dos bebês, imediatamente após o nascimento, nas maternidades e hospitais, pertencentes ao Sistema Único de Saúde - SUS.",favorável,205734
2003,Apela para o Sr. Presidente da República a fim de elaborar norma específica para a fabricação de cintos de segurança para crianças.,favorável,194877
2003,"Apela para os Srs. Presidentes do Senado Federal e da Câmara dos Deputados a fim de alterarem a legislação trabalhista, visando a tornar obrigatória a realização de exame de saúde bucal para a admissão em emprego.",favorável,184008
2003,"Apela para o Sr. Presidente da República a fim de revogar, no menor prazo possível,  o Decreto 4593/03, em nome de um Brasil sustentável sobre a perspectiva  sócio- ambiental  e não exclusivamente econômico.",favorável,178087
2003,"Inclui no calendário turístico do Estado a festa dos ""Gideões Missionários da Última Hora"", em Guaratinguetá.",favorável,194790
2003,"Obriga as indústrias farmacêuticas, que tenham seus produtos comercializados no Estado de São Paulo, a manterem Serviço de Atendimento ao Consumidor durante as vinte e quatro horas do dia.",favorável,187806
2003,"Altera a redação do artigo 245 que dispõe sobre o estímulo à prática de esportes individuais e coletivos, como complemento à formação integral do indivíduo, nos três níveis de ensino.",favorável,191085
2003,"Apela para o Sr. Presidente da República a fim de promover, através do Ministério das Relações Exteriores e do Itamaraty, iniciativas nos organismos internacionais com vistas à condenação dos Estados Unidos da América e seus eventuais aliados em razão da invasão do Iraque e dos delitos internacionais decorrentes desse ato.",favorável,184009
2003,"Obriga o registro, junto ao Conselho Federal dos Detetives Profissionais - CFDP, das pessoas físicas e jurídicas que prestam serviços de investigação particular e ministram cursos de treinamento, formação e habilitação de detetives particulares.",favorável,216245
2003,"Apela para o Sr. Presidente do Congresso Nacional a fim de atualizar os valores do SIMPLES, constantes do artigo 2º da Lei 9.317, de 1996, alterado pela Lei 9.732, de 1998.",favorável,194353
2003,"Apela para os Srs. Presidentes da República, do Senado Federal e da Câmara dos Deputados e para os líderes partidários das Casas do Congresso Nacional a fim de aprovarem o Projeto de Lei do Senado nº 66, de 2003, acrescido de emenda, que inclua, dentre as agravantes do homicídio, o fato deste delito ser praticado contra advogados criminalistas e membros do Poder Legislativo, que atuem em Comissões Parlamentares de Inquérito - CPIs.",favorável,181674
2003,"Apela para os Srs. Presidentes da República, do Senado Federal e da Câmara dos Deputados a fim de disciplinarem a produção, a comercialização, a importação e a disposição final das lâmpadas fluorescentes.",favorável,181672
2003,"Apela para os Srs. Presidentes da República, do Senado Federal e da Câmara dos Deputados a fim de editarem legislação regulamentar do adicional de remuneração para as atividades penosas, previsto no artigo 7º, inciso XXIII, da Constituição Federal.",favorável,180692
2003,"Apela para o Sr. Governador do Estado de São Paulo a fim de exonerar o Sr. Aparecido Laertes Calandra do quadro de servidores do Estado, e de determinar, aos Secretários de Estado, a adoção de critérios baseados no respeito aos direitos humanos para contratação e nomeação de servidores.",favorável,181294
2003,"Apela ao Sr. Presidente da República a fim de determine as providências diplomáticas necessárias no sentido de interceder, junto ao governo dos Estados Unidos, pelo cancelamento das prisões arbitrárias de René González Sehweret, Gerardo Hernández Nordelo, Antonio Guerrero Rodríguez, Ramón Labañino Salazar e Fernando González Llort, garantindo-se desta forma o pleno restabelecimento dos diretos humanos fundamentais aos cinco cubanos.",favorável,179402
2003,"Apela para o Congresso Nacional a fim de   apresentar e aprovar as emendas, que especifica, à Proposta de Emenda à Constituição referente à reforma da previdência.",favorável,183846
2003,Obriga a divulgação dos valores arrecadados a título de multas por infração à legislação de trânsito.,favorável,198392
2003,Apela para o Srs. Presidentes da República e do Congresso Nacional a fim de manterem os atuais benefícios e incentivos fiscais ou financeiros em relação ao ICMS  das microempresas e empresas de pequeno porte.,favorável,197437
2003,Altera a redação do artigo 140 que dispõe sobre a competência da Polícia Civil.,favorável,193861
2003,Manifesta apoio à aprovação das alterações na Lei de Execuções Penais e Processo Penal e apela para os Srs. Deputados Federais a fim de aprovarem o mais célere possível  o  Projeto de Lei da Câmara nº12 de 2003.,favorável,213458
2003,"Apela para o Sr. Presidente da República a fim de promover amplo e democrático debate sobre o papel das agências reguladoras, com a participação de todos os setores envolvidos em cada um dos temas relacionados, especificamente, em relação à Agência Nacional de Águas - ANA.",favorável,189618
2003,Apela para o Sr. Presidente da República a fim de incluir a prática musical no currículo escolar da educação básica.,favorável,189311
2003,"Dá a denominação de ""José Ermírio de Moraes Filho"" ao túnel localizado entre os kms 50,938 e 53,022m  da SP - 160 Sul.",favorável,215228
2003,"Susta o processo criminal movido contra o deputado Paschoal Thomeu, nos termos dos §§ 3.º e 4.º do artigo 14 da Constituição do Estado, (Parecer nº 948/03).",favorável,193816
2003,"Apela para o Sr. Presidente da República a fim de determinar as providências cabíveis a favor da transferência da empresa Samsung, fabricante de telefones celulares, para o Município de Campinas.",favorável,217622
2003,"Apela para o Sr. Presidente da República a fim de determinar à Radiobrás a reformulação do programa A Voz do Brasil, para possibilitar à população acesso direto às informações de grande importância para a vida nacional.",favorável,190935
2003,"Apela para o Sr. Presidente da República a fim de obrigar o Conselho Nacional de Seguros Privados e a Federação Nacional das Empresas de Seguros Privados e de Capitalização, administradora do Convênio DPVAT, a divulgarem, amplamente, informações referentes às indenizações cobertas pelo seguro obrigatório e os procedimentos necessários à sua habilitação.",favorável,218628
2003,"Manifesta aplauso às iniciativas do Governo Federal em adotar medidas de vigilância epidemiológica e sanitária, definição de referência laboratorial e hospitalar em todo o território nacional e apela para o Sr. Presidente da República a fim de realizar campanha informativa à população e normas para viagens ao exterior.",favorável,179401
2003,"Altera a redação do artigo 239, que dispõe sobre o sistema Estadual de Ensino.",favorável,179156
2003,"Apela para o Sr. Presidente da República a fim de implementar ações contundentes nas áreas de planejamento familiar, reforma agrária, combate ao desemprego e redução das taxas e tarifas rodoviárias imprescindíveis para o êxito do Programa ""Fome Zero"".",favorável,177822
2003,Dispõe sobre apostilamento de Policiais Militares oriundos da Guarda Municipal de Santo André.,favorável,176359
2003,Apela para o Sr. Presidente da República a fim de revogar o Decreto nº 4592/03 que permite importação de pneus usados.,favorável,181162
2003,Apela para o Senhor Presidente da República a fim de solucionar o grave problema enfrentado pelas Unidades Básicas de Saúde do Estado de São Paulo que não estão oferecendo atendimento médico digno para a população devido à falta de recursos financeiros.,favorável,177819
2009,"Declara de utilidade pública a ""Associação Sete Montanhas de Beneficência"", em Mongaguá.",favorável,894838
2009,"Declara de utilidade pública a ""União Protetora dos Animais - UPA"", em Campinas.",favorável,900509
2009,"Declara de utilidade pública a Associação de Pais e Esportistas ""Maria Eliza Comin Diniz"" ao Ressaca Futsal, em Santa Rita do Passa Quatro.",favorável,849364
2009,"Declara de utilidade pública o ""ADOTE - Grupo de Apoio à Adoçao de Rio Claro"".",favorável,917812
2009,Autoriza o Poder Executivo a instalar Posto de Atendimento do Poupatempo em Mogi Guaçu.,favorável,894323
2009,"Declara de utilidade pública a ""Comunidade Vida Melhor"", em Leme.",favorável,885895
2009,"Declara de utilidade pública a ""Rede Promissense de Combate ao Câncer"", em Promissão.",favorável,921670
2009,Institui o Programa Ambiental de Inspeção e Manutenção de Veículos em Uso no Estado de São Paulo - IM/SP.,favorável,915689
2009,"Desconstitui a decisão do Tribunal de Contas do Estado de São Paulo, referente ao processo TC-001335/026/06, que julgou irregulares a concorrência pública e o contrato firmado entre a Companhia de Desenvolvimento Habitacional e Urbano do Estado de São Paulo - CDHU e a empresa ETEMP Engenharia, Indústria e Comércio Ltda.",favorável,920717
2009,Manifesta repúdio a decisão do Supremo Tribunal Federal de extinguir a necessidade do diploma em curso superior específico para o exercício da profissão de jornalista.,favorável,878465
2009,"Declara de utilidade pública a ong ""Finoca Almeida Cunha - FINAC"",  em Ribeirão Preto.",favorável,916565
2009,"Declara de utilidade pública o ""Centro de Convivência Infantil Fonte de Luz"", em Franca.",favorável,869831
2009,"Declara de utilidade pública o ""Lar de Idosos Eurípedes Barsanulfo - LIEB"", em Franca.",favorável,897487
2009,"Apela para o Sr. Presidente da República a fim de que determine ao Ministério da Fazenda a elaboração de estudos e a adoção de providências no sentido isentar do Imposto sobre Produtos Industrializados - IPI as aquisições de máquinas, equipamentos e caminhões pelos municípios com menos de cinquenta mil habitantes.",favorável,890182
2009,"Apela para os Sr. Presidente da República e para os Srs. Presidentes do Senado Federal e da Câmara dos Deputados, visando à aprovação do Projeto de lei nº 196, de 2009, que acrescenta na Lei nº 11.350, de 2006, os artigos 9º - ""A"" a 9º - ""C"", para instituir o piso salarial profissional nacional dos Agentes Comunitários de Saúde e Agentes de Combate às Endemias.",favorável,922003
2009,"Declara de utilidade pública o ""Instituto Ato"", na Capital.",favorável,896890
2009,"Reconhece a decisão do Tribunal de Contas do Estado de São Paulo, referente ao Processo TC-010259/026/05, que julgou irregular o contrato celebrado entre o Centro de Detenção Provisória de São Vicente e a empresa De Nadai Alimentação S/A.",favorável,861292
2009,"Reconhece a decisão do Tribunal de Contas do Estado de São Paulo no Processo TC - 9377/026/05, que encontrou irregularidades no contrato firmado entre o Banco Nossa Caixa S.A. e a empresa TNL Contax S.A.",favorável,895288
2009,"Apela para os Srs. Presidentes do Senado Federal e da Câmara dos Deputados, bem como para os líderes dos partidos, a fim de que empreendam esforços para que se aprove o Projeto de Lei nº 3885, de 2008.",favorável,864237
2009,"Desconstitui a decisão do Tribunal de Contas do Estado de São Paulo, referente ao processo TC 7358/026/2002, que julgou irregulares a concorrência pública e o contrato, bem como os termos de aditamento, firmados entre a Companhia de Desenvolvimento Habitacional e Urbano do Estado de São Paulo - CDHU e a empresa Dourado Comércio e Construções Ltda.",favorável,915694
2009,"Declara de utilidade pública a ""Casa de Recuperação Recanto Vida Nova"", em Bastos.",favorável,887910
2009,"Reconhece a decisão do Tribunal de Contas do Estado de São Paulo, referente ao Processo TC - 006949/026/04, que julgou irregulares a dispensa de licitação, o contrato e os termos aditivos celebrados entre a Fundação para o Desenvolvimento da Educação - FDE e o Instituto de Organização Racional do Trabalho - IDORT.",favorável,849039
2009,Aprova a apresentação de Proposta de Emenda à Constituição Federal objetivando alterar o artigo 132.,favorável,873695
2009,"Apela para os Srs. Presidente da República, do Senado e da Câmara dos Deputados a fim de que a Lei 10.054, de 2000, seja alterada, fazendo incluir no rol do artigo 3º a possibilidade de ser realizada identificação criminal, ainda que o indiciado tenha sido identificado civilmente, no crime de quadrilha ou bando (art. 288 do C.P.) e nos crimes praticados por organizações criminosas (Lei 9034, de 1990).",favorável,859231
2009,"Declara de utilidade pública a ""Instituição Assistencial e Educacional Shallon Adonai"", em Hortolândia.",favorável,890265
2009,"Declara de utilidade pública a ""Associação Projeto Anhumas"", em Campinas.",favorável,888428
2009,"Reconhece a decisão do Tribunal de Contas do Estado de São Paulo, referente ao processo TC 1505/002/05, que julgou irregular o Termo de Aditamento relativo ao contrato celebrado entre a Fundação para o Desenvolvimento Médico Hospitalar - FAMESP e a empresa Empreiteira Resiplan Ltda.",favorável,920711
2009,Considera regulares e ficam aprovadas as contas anuais apresentadas pelo Senhor Chefe do Poder Executivo relativas ao exercício econômico-financeiro de 2008.,favorável,902500
2009,Altera a redação do § 9º e suprime o § 9º-A do artigo 14 e altera a redação do § 3º do artigo 52-A.,favorável,891399
2009,"Declara de utilidade pública a ""Associação de Pais e Amigos dos Excepcionais de Guarulhos - APAE"".",favorável,869736
2009,"Apela para os Srs. Presidente da República, do Senado Federal e da Câmara dos Deputados, bem como para os Srs. Líderes Partidários, no sentido de se regulamentar a profissão de instrumentação cirúrgica.",favorável,898747
2009,"Declara de utilidade pública o ""Lar do Idoso - Servas do Senhor"", em Bebedouro.",favorável,888677
2009,"Declara de utilidade pública a ""Associação São Sebastião de Borborema - ASSB"", em Borborema.",favorável,898864
2009,"Declara de utilidade pública a ""Associação Educacional da Juventude de Ribeirão Preto - AJURP"", naquele Município.",favorável,857107
2023,Proíbe a utilização de verba pública em eventos e serviços que promovam a sexualização de crianças e adolescentes.,favorável,1000485172
2023,"Altera a Lei nº 17.219, de 29 de novembro de 2019, que dispõe sobre a criação do Fundo Estadual de Segurança Pública e do Conselho Estadual de Segurança Pública e Defesa Social.",favorável,1000486193
2023,"Altera a Lei nº 13.296, de 23 de dezembro de 2008, que estabelece o tratamento tributário do Imposto sobre a Propriedade de Veículos Automotores - IPVA.",favorável,1000487943
2023,Veda a destinação de recursos públicos de qualquer natureza a reuniões públicas ou privadas que defendam qualquer tipo de apologia ao uso ou liberação de qualquer substância entorpecente.,favorável,1000492365
2023,Autoriza o Poder Executivo a implantar pontos gratuitos e abertos de acesso à internet sem fio no sistema dos transportes coletivos estaduais.,favorável,1000487555
2023,Estabelece campanha de combate à importunação sexual e medidas de proteção à vítima a serem adotadas em estabelecimentos prestadores de serviços destinados à prática da atividade física.,favorável,1000493008
2023,"Institui o ""Dia das Mães que Oram pelos Filhos"", incluindo-o no Calendário Oficial do Estado.",favorável,1000501369
2023,Institui a Política Estadual de Apoio e Incentivo à Mulher no Esporte.,favorável,1000497756
2023,Assegura direitos aos trabalhadores que realizam entregas intermediadas por aplicativos no Estado.,favorável,1000493891
2023,"Denomina ""Anhangabaú - Zumbi de Palmares"" a Estação Anhangabaú do Metrô de São Paulo.",favorável,1000485382
2023,Autoriza o Poder Executivo a estabelecer condições especiais para o ingresso de jovens não adotados nas instituições estaduais de ensino técnico de nível médio.,favorável,1000495041
2023,"Susta o Decreto nº 60.020, de 26 de dezembro de 2013.",favorável,1000485285
2023,"Inclui no Calendário Turístico do Estado o festival ""Rock in Iperó"".",favorável,1000498949
2023,Institui a política estadual de atenção à saúde aos portadores do Transtorno do Espectro Autista - TEA e do Transtorno do Déficit de Atenção e Hiperatividade - TDAH.,favorável,1000502861
2023,"Apela à Câmara dos Deputados pela aprovação do Projeto de Lei nº 1.183, de 27 de fevereiro de 2019, que dispõe sobre a regulamentação do exercício das profissões de Conservador-Restaurador de Bens Culturais e de Técnico em Conservação-Restauração de Bens Culturais.",favorável,1000502385
2023,"Torna obrigatória a inserção do ""cordão de fita com desenhos de girassóis"", símbolo nacional de identificação de pessoas com deficiências ocultas nas placas de atendimento prioritário.",favorável,1000500463
2023,"Manifesta apoio à continuidade de funcionamento da ER-JUCESP-LUCÉLIA, ainda que alguns serviços venham a ser digitalizados, para que a classe empresarial e a sociedade de Lucélia e região não sejam prejudicadas pela falta de tão inestimável atendimento presencial.",favorável,1000493052
2023,Estabelece a isenção do Imposto sobre a Propriedade de Veículos Automotores (IPVA) para os veículos impossibilitados de circular.,favorável,1000488697
2010,"Apela para o Sr. Ministro Presidente do Tribunal Superior do Trabalho para que envide todos os esforços para a construção do Fórum Trabalhista de Presidente Prudente, que irá trazer benefícios aos jurisdicionados e aos profissionais do direito que recorrem a essa justiça especializada.",favorável,942197
2010,"Declara de utilidade pública a ""Associação Ambientalista Defensora da Bacia do Paranapanema - AADEP"", em Bernardino de Campos.",favorável,924905
2010,"Reconhece a decisão do Tribunal de Contas do Estado de São Paulo, no Processo TC 28066/026/06, que julgou irregular o Pregão nº 04/06,  realizado pelo Instituto de Saúde.",favorável,943192
2010,"Declara de utilidade pública a ""Companhia de Artes Tribus"", em Praia Grande.",favorável,941037
2010,"Revoga o Decreto Legislativo nº 1506, de 2009 (PDL nº 502, de 2005 - RGL 6129, de 2001), referente a contrato firmado entre a CETESB e a empresa Tecknocon Comércio e Serviços Técnicos Ltda - Processo TC - 4206/026/99.",favorável,933827
2010,Autoriza o Poder Executivo a contruir e instalar uma unidade do Instituto de Reabilitação da Rede Lucy Montoro em São Bernardo do Campo.,favorável,973855
2010,"Declara de utilidade pública o ""Instituto Brasileiro de Ciências Criminais - IBCCRIM"", na Capital.",favorável,987609
2010,"Declara de utilidade pública a ""Associação de Ensino José Wellington Bezerra da Costa"", em Votuporanga.",favorável,924032
2010,"Desconstitui a decisão do Tribunal de Contas do Estado no acórdão referente ao Processo nº TC 14683/026/06, que julgou irregular o contrato celebrado entre a FDE - Fundação para o Desenvolvimento da Educação e a empresa Construtora e Incorporadora Faleiros Ltda.",favorável,971733
2010,"Dá a denominação de ""Dr. Luiz Roberto Barradas Barata"" ao Hospital Estadual de Ribeirão Preto.",favorável,961533
2010,"Acresce o artigo 161-A à Seção I do Capítulo I do Título V que dispõe sobre os princípios gerais do Sistema Tributário Estadual, garantindo tratamento tributário diferenciado para as atividades de reciclagem.",favorável,965538
2010,"Declara de utilidade pública o ""Instituto Cidade Nova"", em Itu.",favorável,944343
2012,"Declara de utilidade pública a ""Associação dos Usuários do Centro Comunitário Urbano (CECOU)"", em Euclides da Cunha Paulista.",favorável,1086444
2012,Altera a denominação dos atuais cargos de Juiz de Direito Auxiliar de Entrância Final.,favorável,1092368
2012,"Apela para a Sra. Presidente da República e para os Srs. Presidentes do Senado Federal e da Câmara dos Deputados, bem como para os líderes partidários, a fim de que tomem as providências administrativas e legislativas necessárias para fiscalizar e impedir o acesso de crianças e adolescentes a salas de bate-papo virtual de conteúdo sexual, a imagens pornográficas ou aos demais meios de exploração de sexo na Rede Mundial de Computadores (SUGESTÃO LEGISLATIVA APRESENTADA PELO SR. MARCO AURÉLIO DA CRUZ).",favorável,1064267
2012,"Apela para o Sr. Presidente da Câmara dos Deputados, bem como para os líderes partidários, a fim de que empreendam esforços para a priorização do Projeto de Lei nº 2295/2000, que dispõe sobre a redução da jornada de trabalho dos emfermeiros, técnicos e auxiliares de enfermagem.",favorável,1074690
2012,"Declara de utilidade pública a ""Associação Casa da Criança Zenaide de Souza Lima"", em Itaquaquecetuba.",favorável,1088473
